OrderID,ProductID,Quantity,UnitPrice
124,1950,3,3250
125,1041,1,1950
125,1180,3,3480
125,1119,2,2700
126,1381,2,1290
126,1364,2,1820
126,1213,2,110
127,1191,2,7140
127,1055,2,5100
128,1561,1,6540
128,1003,1,560
128,1126,2,8950
128,1358,2,1630
129,1584,3,8420
129,1521,3,9530
129,1142,2,620
129,1542,2,1800
130,1821,3,1800
130,1903,3,1290
131,1564,2,9710
131,1502,3,3600
131,1687,2,820
132,1586,3,4850
133,1634,3,740
133,1031,3,7780
133,1167,1,2520
134,1969,3,1310
134,1831,1,2830
135,1384,3,1450
135,1263,3,1180
136,1601,2,500
136,1702,1,400
137,1032,2,4990
137,1023,1,3550
138,1305,1,290
138,1244,3,290
138,1374,2,550
139,1482,2,2010
139,1426,2,3050
139,1437,2,1200
140,1521,3,9530
140,1388,2,600
140,1381,1,1290
141,1721,1,120
141,1649,1,350
141,1629,2,640
141,1751,3,610
142,1641,1,220
142,1689,3,400
142,1791,3,870
143,1065,3,1300
143,1161,2,7890
143,1129,1,2600
144,1172,1,7540
144,1996,1,2900
144,1669,2,830
145,1360,3,2290
145,1218,3,750
145,1648,2,120
145,1863,1,3000
146,1444,2,8400
146,1422,2,4760
147,1969,2,1310
147,1906,3,3600
147,1699,2,350
148,1904,3,1480
148,1909,2,2210
148,1983,1,540
149,1122,1,2840
149,1002,2,6710
149,1173,3,5840
149,1003,3,560
150,1820,3,1830
150,1967,1,3100
151,1554,1,8540
151,1500,3,7790
151,1492,1,3840
152,1021,2,2850
152,1202,3,2000
152,1341,3,360
153,1881,2,2570
153,1506,1,7160
153,1862,2,3720
154,1921,3,1770
154,1828,3,1120
155,1984,1,600
155,1989,3,2980
156,1763,2,860
156,1668,1,140
157,1905,2,3530
157,1698,1,560
157,1574,2,8510
158,1865,2,480
158,1417,1,6520
158,1443,3,9980
159,1665,2,890
159,1603,3,400
159,1941,2,2700
160,1404,1,1520
160,1421,3,3920
160,1582,2,9520
161,1169,2,4270
161,1338,1,1480
162,1581,1,5930
162,1502,1,3600
162,1407,2,1390
163,1243,1,1730
163,1533,3,9540
163,1814,3,750
164,1816,1,1120
164,1822,2,2200
165,1157,3,1400
165,1078,2,1990
165,1015,1,6000
166,1330,2,2070
166,1331,1,140
166,1221,3,1940
167,1592,2,9020
167,1531,3,8440
168,1394,3,720
168,1610,1,690
168,1261,3,1000
168,1222,1,1290
169,1586,3,4850
169,1508,2,3680
169,1524,1,4850
170,1080,2,1830
170,1150,3,5100
171,1649,3,350
171,1651,2,840
172,1059,3,8350
172,1244,3,290
173,1264,2,1420
173,1263,1,1180
174,1749,2,650
174,1745,3,430
174,1778,2,930
174,1685,2,680
175,1064,3,3350
175,1017,1,3770
175,1143,2,7820
176,1921,1,1770
176,1189,2,8140
176,1903,1,1290
177,1094,3,7840
177,1046,3,6130
178,1080,2,1830
178,1907,3,3850
178,1099,1,6120
178,1061,2,1680
179,1041,1,1950
179,1100,2,1760
179,1694,3,190
179,1039,1,4490
180,1308,3,480
180,1301,3,490
181,1122,1,2840
182,1296,3,970
182,1297,2,260
182,1378,3,1530
182,1282,1,1170
183,1938,1,940
183,1876,2,1490
184,1531,2,8440
184,1550,1,9510
185,1843,2,3890
185,1931,3,450
186,1512,3,2820
186,1451,3,540
187,1728,1,660
187,1783,1,640
188,1328,2,740
188,1261,3,1000
188,1911,1,3680
189,1052,2,5560
189,1532,1,4260
189,1023,3,3550
190,1544,2,9170
190,1521,2,9530
190,1542,2,1800
191,1481,2,4690
191,1467,3,8810
191,1085,3,970
191,1422,3,4760
192,1219,2,780
192,1231,1,710
193,1905,3,3530
193,1836,2,1140
193,1886,1,2060
194,1009,2,1970
194,1307,2,1260
194,1789,2,150
195,1484,3,4580
196,1233,3,1640
196,1741,1,530
197,1749,2,650
197,1741,1,530
197,1711,2,410
198,1592,1,9020
198,1571,2,3320
198,1412,3,7650
199,1348,2,120
199,1430,3,3680
199,1231,2,710
200,1976,2,1830
200,1059,3,8350
200,1020,3,6230
200,1181,3,3510
201,1401,1,1070
201,1972,3,1220
202,1394,3,720
202,1282,3,1170
202,1107,1,1830
202,1341,1,360
203,1239,2,2460
203,1324,3,1040
203,1223,3,1440
204,1603,2,400
204,1932,2,2860
204,1645,1,100
205,1528,1,1500
205,1429,1,9510
206,1842,2,1980
206,1950,3,3250
207,1602,2,190
207,1652,1,140
207,1637,2,460
208,1748,1,170
208,1743,3,190
209,1780,2,960
209,1677,3,880
209,1783,1,640
210,1921,1,1770
210,1675,3,940
210,1942,3,520
211,1041,3,1950
211,1071,3,1410
212,1306,1,1100
212,1396,2,1420
212,1342,1,640
213,1929,2,1860
213,1911,1,3680
214,1121,1,6460
214,1108,2,4090
214,1150,1,5100
215,1107,1,1830
215,1151,1,2700
216,1672,1,470
216,1721,1,120
217,1232,2,2380
217,1337,1,860
217,1390,1,2300
218,1256,3,2060
218,1292,1,510
218,1246,3,1710
219,1024,2,4550
219,1137,1,5550
219,1163,3,1750
220,1296,1,970
220,1262,1,430
221,1024,1,4550
221,1904,3,1480
221,1101,1,1240
221,1062,3,2230
222,1106,1,4070
222,1114,3,7200
223,1238,1,1550
224,1121,1,6460
224,1004,1,2030
224,1102,3,8490
224,1470,2,5910
225,1325,2,2090
225,1286,1,670
226,1192,3,2100
226,1103,2,6360
227,1019,3,3650
227,1948,3,2470
227,1901,2,1990
228,1810,1,730
228,1778,2,930
228,1862,1,3720
229,1816,2,1120
229,1836,2,1140
230,1264,3,1420
230,1203,2,1180
231,1361,2,1730
231,1322,1,200
231,1214,1,1880
232,1363,3,1390
232,1204,1,1100
233,1714,1,490
233,1683,1,490
233,1762,2,430
233,1647,1,880
234,1051,3,1300
234,1075,1,2770
234,1607,1,720
235,1491,1,8670
235,1452,2,1470
236,1801,2,3240
236,1748,1,170
236,1663,2,860
237,1561,1,6540
237,1582,2,9520
237,1527,1,4800
238,1092,3,6600
238,1183,3,5930
239,1321,2,2350
239,1291,1,1760
239,1350,2,1220
240,1201,3,2490
240,1202,3,2000
241,1517,3,3610
241,1316,3,220
241,1525,1,1210
242,1395,3,570
243,1526,3,3270
243,1490,3,3840
243,1531,2,8440
243,1582,3,9520
244,1249,1,810
244,1490,2,3840
245,1355,1,1910
245,1317,2,1390
245,1375,1,680
246,1601,1,500
246,1929,3,1860
246,1831,1,2830
247,1497,3,9370
247,1485,3,1240
248,1587,2,4440
248,1923,1,530
248,1821,2,1800
249,1716,2,570
249,1173,1,5840
249,1316,1,220
249,1007,1,1140
250,1384,1,1450
250,1929,3,1860
250,1884,1,1780
251,1194,1,6050
251,1146,1,550
252,1266,2,370
252,1924,2,2200
253,1082,1,5630
253,1301,2,490
254,1080,1,1830
254,1181,1,3510
254,1159,1,950
255,1134,1,920
255,1055,2,5100
256,1776,2,920
256,1346,2,1870
256,1619,3,790
256,1440,2,9840
257,1626,2,790
257,1059,2,8350
257,1388,1,600
257,1999,1,1780
258,1232,3,2380
258,1355,2,1910
259,1962,1,2420
259,1941,1,2700
260,1403,1,7360
260,1501,3,1290
261,1169,3,4270
261,1122,1,2840
261,1110,3,550
262,1384,1,1450
262,1209,2,1540
262,1330,1,2070
262,1347,2,2490
263,1217,1,750
263,1562,3,610
263,1427,3,3350
263,1541,1,5240
264,1165,2,6230
265,1266,1,370
265,1371,3,380
265,1322,1,200
265,1372,3,1910
266,1865,3,480
266,1907,1,3850
267,1962,2,2420
267,1930,1,450
268,1032,1,4990
268,1607,3,720
268,1023,1,3550
269,1202,3,2000
269,1605,1,50
269,1381,2,1290
269,1334,2,2400
270,1352,1,1460
270,1257,2,1430
270,1370,1,2190
270,1355,3,1910
271,1291,1,1760
271,1341,3,360
271,1270,3,960
271,1351,3,1650
272,1827,3,740
272,1885,3,2330
273,1930,2,450
273,1802,1,1270
274,1754,1,620
274,1718,1,230
275,1501,2,1290
275,1441,2,1510
275,1541,3,5240
275,1406,2,4860
276,1689,1,400
276,1691,3,760
277,1201,1,2490
277,1394,3,720
277,1282,1,1170
278,1075,1,2770
278,1071,3,1410
279,1643,3,700
279,1628,1,950
279,1438,1,850
280,1968,1,2920
280,1054,3,330
281,1247,2,970
281,1071,2,1410
281,1135,2,1380
282,1800,2,450
282,1769,3,930
282,1772,2,40
282,1623,2,900
283,1657,3,530
283,1027,3,4890
283,1031,1,7780
284,1984,3,600
284,1661,2,260
284,1845,2,3880
284,1829,3,2630
285,1970,3,1920
285,1842,1,1980
286,1768,1,410
286,1623,3,900
287,1612,2,770
287,1646,1,990
288,1844,1,3200
288,1829,1,2630
289,1649,3,350
289,1731,1,910
290,1683,3,490
290,1765,2,570
291,1561,3,6540
291,1583,1,1700
292,1241,1,990
292,1282,1,1170
293,1384,3,1450
293,1253,2,1900
294,1266,3,370
294,1317,2,1390
294,1222,3,1290
295,1883,3,300
295,1861,3,1530
296,1131,3,2310
296,1115,1,6080
296,1988,1,2310
297,1656,1,660
297,1925,2,1230
297,1967,2,3100
298,1993,1,3620
298,1285,2,2140
298,1206,1,1140
299,1883,2,300
299,1981,1,660
300,1426,1,3050
300,1556,2,8020
300,1413,2,2040
300,1470,1,5910
301,1011,3,3520
301,1087,1,860
302,1688,3,410
302,1603,2,400
303,1713,2,620
303,1691,3,760
303,1718,2,230
303,1647,2,880
304,1882,1,2200
304,1870,2,3620
305,1079,3,6010
306,1177,1,4660
306,1084,2,6960
306,1023,3,3550
307,1625,3,470
307,1763,1,860
308,1889,3,3130
308,1970,3,1920
308,1990,3,2260
308,1863,1,3000
309,1180,2,3480
309,1077,1,2430
310,1383,1,2140
310,1508,2,3680
310,1389,3,1890
310,1175,1,5340
311,1488,3,3480
311,1489,3,1150
311,1756,2,830
312,1958,2,3160
313,1104,1,7110
313,1110,2,550
313,1181,3,3510
313,1142,1,620
314,1547,1,3030
314,1461,2,5300
314,1422,1,4760
315,1891,2,760
315,1869,2,1670
316,1112,2,8550
316,1673,1,930
316,1450,1,780
317,1042,1,800
317,1870,2,3620
317,1822,2,2200
318,1683,2,490
318,1204,3,1100
319,1649,2,350
319,1741,3,530
319,1711,3,410
320,1513,1,9350
320,1006,3,2720
320,1054,1,330
321,1732,2,380
321,1606,2,660
322,1786,1,330
322,1051,2,1300
322,1175,3,5340
323,1962,1,2420
323,1830,3,810
324,1011,1,3520
324,1197,2,5460
324,1127,1,3610
325,1177,1,4660
325,1123,1,2770
325,1124,2,8490
325,1649,2,350
326,1888,2,2500
326,1801,2,3240
326,1373,3,1010
327,1017,2,3770
327,1043,1,8660
327,1004,2,2030
327,1763,2,860
328,1115,1,6080
328,1348,3,120
328,1301,1,490
329,1981,2,660
329,1903,1,1290
330,1761,3,590
330,1421,1,3920
330,1437,1,1200
331,1562,2,610
331,1427,3,3350
331,1421,2,3920
332,1051,3,1300
332,1564,2,9710
332,1015,3,6000
333,1121,2,6460
333,1645,1,100
333,1933,2,2250
333,1735,2,180
334,1234,1,260
334,1379,3,2460
334,1275,1,1240
334,1271,3,1860
335,1769,3,930
335,1631,2,830
336,1586,1,4850
336,1269,3,2190
336,1246,3,1710
337,1226,2,2420
337,1970,3,1920
337,1882,2,2200
338,1064,2,3350
338,1097,1,5960
338,1163,2,1750
338,1152,1,6620
339,1548,1,9380
339,1119,3,2700
340,1970,2,1920
340,1882,3,2200
341,1844,2,3200
342,1024,3,4550
342,1161,2,7890
342,1182,3,1240
343,1276,1,2170
343,1333,3,600
344,1306,1,1100
344,1491,2,8670
344,1325,1,2090
345,1584,2,8420
345,1194,3,6050
346,1121,1,6460
346,1147,2,5090
346,1045,1,3950
346,1189,2,8140
347,1643,2,700
347,1605,2,50
348,1136,1,5000
349,1808,1,2490
349,1981,1,660
350,1208,1,950
351,1491,1,8670
351,1340,1,1890
351,1159,3,950
352,1027,3,4890
352,1012,2,4950
353,1266,1,370
353,1205,2,2390
354,1825,1,1270
354,1927,1,3340
355,1947,1,2330
355,1901,1,1990
355,1822,3,2200
356,1684,3,810
356,1442,2,4050
356,1524,3,4850
356,1581,2,5930
357,1682,3,560
357,1701,1,260
358,1672,1,470
358,1797,2,210
359,1428,3,6140
359,1429,2,9510
360,1131,2,2310
360,1507,2,4030
360,1047,3,4280
361,1568,2,9450
361,1463,2,810
362,1761,2,590
362,1762,1,430
363,1003,1,560
363,1829,1,2630
363,1871,2,2470
364,1062,2,2230
365,1848,1,2000
365,1131,1,2310
365,1175,3,5340
366,1387,1,1720
366,1751,3,610
367,1985,3,2270
367,1858,1,470
367,1827,1,740
368,1201,2,2490
368,1228,1,290
369,1091,3,2210
369,1175,2,5340
370,1011,1,3520
370,1015,3,6000
371,1545,2,3530
371,1577,3,8450
372,1624,3,500
372,1670,2,900
373,1648,3,120
373,1657,3,530
373,1701,3,260
373,1615,1,730
374,1929,2,1860
374,1924,3,2200
374,1823,2,710
375,1289,1,2400
375,1108,3,4090
375,1181,1,3510
375,1110,1,550
376,1452,3,1470
376,1542,1,1800
377,1603,2,400
377,1788,1,250
378,1281,3,1170
378,1210,1,1680
378,1311,2,390
379,1225,3,1070
379,1285,3,2140
379,1373,1,1010
379,1305,3,290
380,1597,1,7910
380,1541,2,5240
381,1024,3,4550
381,1056,3,5050
381,1060,1,510
381,1184,3,1310
382,1961,2,3940
382,1983,2,540
383,1521,3,9530
383,1730,2,850
383,1583,1,1700
384,1016,2,2440
384,1825,3,1270
384,1147,1,5090
384,1100,2,1760
385,1281,2,1170
385,1250,1,2200
385,1231,1,710
386,1489,1,1150
386,1548,1,9380
387,1324,3,1040
387,1333,1,600
388,1424,3,620
388,1901,2,1990
388,1902,2,3870
389,1144,1,1930
389,1003,1,560
389,1180,2,3480
389,1063,2,500
390,1896,2,2140
390,1398,3,1270
391,1961,3,3940
391,1185,1,2340
391,1948,2,2470
392,1234,2,260
392,1301,1,490
392,1302,3,700
393,1482,1,2010
393,1411,3,5850
393,1572,1,1020
394,1064,2,3350
394,1371,2,380
394,1828,1,1120
394,1959,1,2930
395,1651,1,840
395,1259,1,320
395,1277,1,2020
395,1181,2,3510
396,1922,3,1640
396,1950,2,3250
397,1505,2,6830
397,1497,2,9370
397,1358,2,1630
398,1585,2,4190
398,1364,1,1820
398,1710,3,420
398,1935,3,1300
399,1883,3,300
399,1988,3,2310
399,1971,3,2350
399,1838,2,3900
400,1512,2,2820
400,1886,1,2060
401,1810,1,730
401,1942,3,520
402,1924,3,2200
402,1869,2,1670
402,1965,1,3660
403,1380,2,1440
404,1717,2,610
405,1561,2,6540
405,1503,1,7140
406,1441,3,1510
406,1577,2,8450
407,1650,1,820
407,1291,1,1760
407,1636,1,670
407,1719,1,240
408,1728,3,660
408,1792,3,760
409,1081,3,4270
409,1466,2,5690
409,1140,1,4390
409,1079,1,6010
410,1936,2,3600
410,1813,2,2940
410,1991,3,2430
411,1577,3,8450
411,1901,2,1990
411,1461,2,5300
412,1009,1,1970
412,1004,2,2030
412,1007,3,1140
413,1728,2,660
413,1663,1,860
414,1652,3,140
414,1962,1,2420
414,1132,2,6280
414,1400,2,260
415,1174,2,8160
415,1046,3,6130
415,1591,2,4260
416,1096,2,7560
416,1027,1,4890
417,1970,1,1920
417,1822,3,2200
418,1192,1,2100
418,1669,2,830
418,1246,1,1710
419,1769,1,930
419,1614,1,410
419,1671,3,280
420,1632,1,890
420,1626,1,790
420,1269,1,2190
421,1104,2,7110
421,1401,1,1070
422,1868,2,2840
422,1821,2,1800
423,1306,1,1100
423,1011,3,3520
424,1584,1,8420
424,1501,1,1290
424,1542,3,1800
425,1621,3,890
425,1031,1,7780
426,1461,1,5300
426,1142,1,620
426,1423,3,3860
427,1565,3,8370
427,1428,2,6140
427,1469,2,2080
428,1704,3,70
428,1484,2,4580
428,1462,2,5140
429,1324,2,1040
429,1343,3,340
430,1622,2,80
431,1557,3,6820
431,1035,2,3800
431,1421,3,3920
432,1808,1,2490
432,1830,2,810
432,1902,2,3870
433,1322,1,200
433,1108,1,4090
433,1101,2,1240
433,1070,3,4710
434,1708,2,50
434,1663,2,860
435,1094,3,7840
435,1166,1,4630
436,1682,2,560
436,1651,2,840
436,1613,1,730
437,1592,1,9020
437,1393,3,850
437,1451,1,540
438,1873,1,2420
438,1919,2,970
439,1024,2,4550
439,1021,3,2850
439,1142,2,620
440,1799,2,690
440,1743,2,190
441,1945,1,350
441,1947,2,2330
442,1003,3,560
442,1044,3,3810
442,1037,2,7910
443,1961,3,3940
443,1903,1,1290
444,1291,2,1760
444,1301,2,490
444,1230,3,940
445,1111,3,3260
445,1047,2,4280
446,1970,2,1920
446,1923,2,530
446,1948,2,2470
446,1862,3,3720
447,1856,1,2670
447,1891,3,760
447,1829,3,2630
448,1016,3,2440
448,1004,1,2030
448,1055,2,5100
449,1106,3,4070
449,1074,3,4150
450,1568,1,9450
450,1530,1,8600
450,1517,1,3610
450,1440,2,9840
451,1410,1,5020
451,1799,1,690
452,1241,1,990
452,1390,3,2300
452,1231,1,710
453,1274,2,2000
453,1030,3,360
454,1218,1,750
454,1031,2,7780
454,1167,3,2520
455,1392,3,340
455,1226,2,2420
455,1309,1,850
456,1772,3,40
456,1686,2,840
457,1030,1,360
457,1014,3,3790
458,1074,3,4150
458,1086,3,1000
459,1346,1,1870
459,1805,2,180
459,1285,3,2140
460,1129,3,2600
460,1180,2,3480
461,1323,3,1200
461,1175,1,5340
462,1451,2,540
462,1412,2,7650
463,1175,3,5340
464,1408,1,7180
464,1589,2,3010
465,1856,3,2670
465,1234,1,260
465,1538,1,2090
466,1941,2,2700
466,1903,3,1290
467,1512,3,2820
467,1411,3,5850
467,1342,3,640
468,1603,1,400
468,1645,3,100
469,1321,1,2350
469,1763,1,860
469,1388,2,600
470,1180,2,3480
470,1898,3,1210
470,1540,2,3160
470,1982,2,3180
471,1043,3,8660
471,1196,3,1290
471,1317,3,1390
472,1512,1,2820
472,1993,2,3620
472,1591,3,4260
473,1960,1,2770
473,1971,2,2350
473,1943,2,3020
474,1056,3,5050
474,1073,1,4040
474,1011,1,3520
475,1401,2,1070
475,1403,3,7360
475,1359,3,1250
476,1202,2,2000
476,1147,3,5090
476,1751,1,610
477,1521,1,9530
477,1463,2,810
478,1185,1,2340
478,1109,3,2730
478,1121,1,6460
479,1283,3,1630
479,1284,2,1330
479,1581,3,5930
480,1636,2,670
480,1735,3,180
481,1480,2,940
481,1363,2,1390
481,1438,2,850
482,1981,2,660
483,1532,2,4260
483,1549,1,9180
484,1442,2,4050
484,1524,3,4850
485,1306,2,1100
485,1229,3,280
486,1759,3,160
487,1944,2,1540
487,1990,1,2260
488,1210,1,1680
488,1381,1,1290
488,1351,1,1650
489,1268,3,1690
489,1221,2,1940
490,1496,1,2790
490,1189,3,8140
490,1415,2,7580
491,1443,1,9980
492,1844,3,3200
492,1869,1,1670
492,1965,2,3660
493,1186,2,3950
493,1282,2,1170
493,1154,3,8410
494,1417,3,6520
494,1124,2,8490
494,1445,1,7950
495,1984,2,600
495,1929,1,1860
495,1949,2,2490
496,1105,3,4700
496,1161,3,7890
496,1169,2,4270
496,1925,3,1230
497,1518,3,5860
497,1585,1,4190
497,1545,2,3530
497,1487,3,5040
498,1944,3,1540
498,1929,3,1860
499,1394,2,720
499,1381,1,1290
499,1302,1,700
500,1825,2,1270
500,1946,2,2150
501,1922,1,1640
501,1108,3,4090
502,1616,2,520
502,1757,1,880
503,1417,2,6520
503,1581,1,5930
504,1968,2,2920
504,1259,2,320
504,1981,3,660
505,1161,3,7890
505,1069,3,4050
505,1125,1,5320
505,1025,1,7940
506,1793,3,940
506,1418,1,2260
506,1582,2,9520
507,1344,2,1670
507,1383,3,2140
508,1641,1,220
508,1386,3,320
508,1438,1,850
508,1895,1,190
509,1602,2,190
509,1661,1,260
510,1400,1,260
510,1721,1,120
510,1367,2,270
511,1409,3,9780
511,1634,3,740
511,1059,1,8350
512,1034,2,3980
512,1669,2,830
512,1031,2,7780
513,1143,1,7820
514,1242,2,1990
515,1130,3,320
515,1188,2,4160
515,1181,1,3510
516,1761,2,590
516,1662,2,820
517,1064,2,3350
517,1177,3,4660
517,1003,3,560
518,1057,2,660
518,1123,3,2770
518,1124,1,8490
519,1448,1,5400
519,1901,1,1990
519,1902,1,3870
520,1984,1,600
520,1969,3,1310
520,1805,1,180
521,1051,2,1300
521,1322,3,200
521,1147,3,5090
522,1408,2,7180
522,1621,3,890
523,1669,2,830
523,1751,1,610
524,1890,3,1750
524,1251,2,530
524,1670,2,900
525,1544,1,9170
525,1521,3,9530
525,1209,1,1540
525,1582,2,9520
526,1801,3,3240
526,1843,2,3890
527,1511,1,6900
528,1281,2,1170
528,1211,2,1930
528,1230,1,940
529,1064,3,3350
529,1137,1,5550
529,1442,3,4050
529,1063,2,500
530,1945,2,350
530,1930,3,450
530,1849,1,2960
531,1921,3,1770
531,1922,1,1640
532,1962,3,2420
532,1890,3,1750
533,1477,2,6530
533,1016,3,2440
533,1541,2,5240
534,1410,3,5020
534,1547,2,3030
534,1502,2,3600
535,1832,3,3880
535,1879,3,240
536,1010,2,7740
536,1474,1,1850
536,1018,2,7790
536,1451,2,540
537,1683,3,490
537,1628,2,950
538,1289,1,2400
538,1286,1,670
539,1040,1,2610
539,1801,3,3240
539,1862,3,3720
540,1064,2,3350
540,1017,2,3770
540,1163,1,1750
541,1064,2,3350
541,1520,1,560
541,1117,3,2970
541,1183,1,5930
542,1521,2,9530
542,1437,1,1200
543,1496,2,2790
543,1505,2,6830
543,1567,3,1200
544,1384,1,1450
544,1624,2,500
544,1253,3,1900
545,1673,3,930
545,1034,1,3980
545,1851,2,2820
545,1597,3,7910
